Lab.code,Sample.ID,Sequencing_Run,Sampling.date,Sample_location,Street.No.,Vendor.No.,edge_case,Stall_corrected,address,Stall_corrected_merged,Sample.type,Sample.information,SARS.CoV.2.qPCR.result,Precise.location,FromHSM,Latitude,Longitude,Stall_corrected_latitude,Stall_corrected_longitude,Stall_merged_latitude,Stall_merged_longitude
C10_2,Env_0840,,2020-02-20,West,5,,,West|5|NA,West|5|NA,West|5|NA,Environmental swab,Inside of container,Negative,0,True,,,,,,
C11_2,Env_0841,,2020-02-20,West,5,,,West|5|NA,West|5|NA,West|5|NA,Environmental swab,Ground,Negative,0,True,,,,,,
C12_2,Env_0842,SRR23971438,2020-02-20,West,5,,,West|5|NA,West|5|NA,West|5|NA,Environmental swab,Wall,Negative,0,True,,,,,,
C13_2,Env_0843,,2020-02-20,West,5,,,West|5|NA,West|5|NA,West|5|NA,Environmental swab,Mahjong table,Negative,0,True,,,,,,
C14_2,Env_0844,,2020-02-20,West,5,,,West|5|NA,West|5|NA,West|5|NA,Environmental swab,Mahjong table,Negative,0,True,,,,,,
C15_2,Env_0845,,2020-02-20,West,5,,,West|5|NA,West|5|NA,West|5|NA,Environmental swab,Water cup,Negative,0,True,,,,,,
C18_2,Env_0848,,2020-02-20,West,6,,,West|6|NA,West|6|NA,West|6|NA,Environmental swab,Environmental swab,Negative,0,True,,,,,,
C19_2,Env_0849,,2020-02-20,West,6,,,West|6|NA,West|6|NA,West|6|NA,Environmental swab,Environmental swab,Negative,0,True,,,,,,
C6_2,Env_0836,,2020-02-20,West,5,,,West|5|NA,West|5|NA,West|5|NA,Environmental swab,work clothes,Negative,0,True,,,,,,
C7_2,Env_0837,,2020-02-20,West,5,,,West|5|NA,West|5|NA,West|5|NA,Environmental swab,Surface of feather removal machine,Negative,0,True,,,,,,
C8_2,Env_0838,,2020-02-20,West,5,stair1-2,,West|5|stair1-2,West|5|stair1-2,West|5|stair1-2,Environmental swab,Wall inside the stalls,Positive,0,True,,,,,,
C9,Env_0147,,2020-01-01,West,4,,,West|4|NA,West|4|NA,West|4|NA,Environmental swab,Surface of the door,Negative,0,True,,,,,,
C9_2,Env_0839,SRR23971437,2020-02-20,West,5,,,West|5|NA,West|5|NA,West|5|NA,Environmental swab,Ground,Negative,0,True,,,,,,
E-A--7-3,Env_0854,,2020-02-20,East,Accessory Street,7,,East|Accessory Street|7,East|Accessory Street|7,East|Accessory Street|7,Environmental swab,Chopping block,Negative,0,True,,,,,,
E-A--7-3-floor,Env_0859,,2020-02-20,East,Accessory Street,7,,East|Accessory Street|7,East|Accessory Street|7,East|Accessory Street|7,Environmental swab,Ground,Negative,0,True,,,,,,
E-A-7-1,Env_0858,SRR23971441,2020-02-20,East,Accessory Street,7,,East|Accessory Street|7,East|Accessory Street|7,East|Accessory Street|7,Environmental swab,Container,Negative,0,True,,,,,,
E71,Env_0285,,2020-01-01,East,2,,,East|2|NA,East|2|NA,East|2|NA,Environmental swab,Shelf for meat,Negative,0,True,,,,,,
E72,Env_0286,,2020-01-01,East,2,,,East|2|NA,East|2|NA,East|2|NA,Environmental swab,Surface of cart,Negative,0,True,,,,,,
E73,Env_0287,,2020-01-01,East,2,,,East|2|NA,East|2|NA,East|2|NA,Environmental swab,Table for meta selling,Negative,0,True,,,,,,
E74,Env_0288,,2020-01-01,East,2,,,East|2|NA,East|2|NA,East|2|NA,Environmental swab,Surface of chopping board,Negative,0,True,,,,,,
E75,Env_0289,,2020-01-01,East,1,,,East|1|NA,East|1|NA,East|1|NA,Environmental swab,Surface of chopping board,Negative,0,True,,,,,,
E76,Env_0290,,2020-01-01,East,1,,,East|1|NA,East|1|NA,East|1|NA,Environmental swab,Sewage on floor,Negative,0,True,,,,,,
H-D-3.5-L1,Env_0853,,2020-02-20,East,Accessory Street,7,,East|Accessory Street|7,East|Accessory Street|7,East|Accessory Street|7,Environmental swab,Container,Negative,0,True,,,,,,
Outside-1,Env_0758,,2020-02-09,West,1,,assume east line because no 3,West|1|NA,West|1|Sw3,West|1|NA,Water drain,Water drain,Negative,1,True,,,,,,
Outside-5,Env_0759,SRR23971559,2020-02-09,West,5,,assume east line because no 3,West|5|NA,West|5|Sw3,West|5|NA,Water drain,Water drain,Negative,1,True,,,,,,
Outside-7,Env_0760,,2020-02-09,West,7,,assume east line because no 3,West|7|NA,West|7|Sw3,West|7|NA,Water drain,Water drain,Negative,1,True,,,,,,
Outside-9,Env_0761,,2020-02-09,West,9,,assume east line because no 3,West|9|NA,West|9|Sw3,West|9|NA,Water drain,Water drain,Negative,1,True,,,,,,
RLC-1,Env_0871,,2020-02-22,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse ground,Negative,0,True,,,,,,
RLC-2,Env_0870,,2020-02-22,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse ground,Negative,0,True,,,,,,
RLC-3,Env_0868,SRR23971517,2020-02-22,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse bag surfaces,Positive,0,True,,,,,,
RLC-4,Env_0867,,2020-02-22,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse bag surfaces,Positive,0,True,,,,,,
RLC-5,Env_0869,,2020-02-22,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse bag surfaces,Negative,0,True,,,,,,
s-1,Env_0850,,2020-02-19,Warehouse,6,29,,Warehouse|6|29,Warehouse|6|29,Warehouse|6|29,Environmental swab,Storehouse ground,Negative,0,True,,,,,,
s-2,Env_0851,,2020-02-19,Warehouse,6,29,,Warehouse|6|29,Warehouse|6|29,Warehouse|6|29,Environmental swab,Storehouse container,Negative,0,True,,,,,,
SJ-BX-1,Env_0861,,2020-02-22,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Warehouse|8|25,Environmental swab,Inner surface of refrigerator in storehouse,Negative,0,True,,,,,,
SJ-BX-2,Env_0860,,2020-02-22,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Warehouse|8|25,Environmental swab,Inner surface of refrigerator in storehouse,Negative,0,True,,,,,,
SJ-CS,Env_0863,,2020-02-22,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse weight scale,Positive,0,True,,,,,,
SJ-D,Env_0862,SRR23971515,2020-02-22,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse ground,Positive,0,True,,,,,,
SJ-L1,Env_0864,,2020-02-22,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse wire fence,Negative,0,True,,,,,,
SJ-L2,Env_0866,,2020-02-22,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse wire fence,Negative,0,True,,,,,,
SJ-L3,Env_0865,SRR23971516,2020-02-22,Warehouse,8,25,,Warehouse|8|25,Warehouse|8|25,Warehouse|8|25,Environmental swab,Storehouse wire fence,Positive,0,True,,,,,,
Vertical-5,Env_0764,,2020-02-09,West,5,,assume west line because 3 exists,West|5|NA,West|5|Sw1,West|5|NA,Water drain,Water drain,Negative,1,True,,,,,,
Vertical-7,Env_0765,,2020-02-09,West,7,,assume west line because 3 exists,West|7|NA,West|7|Sw1,West|7|NA,Water drain,Water drain,Negative,1,True,,,,,,
Vertical-9,Env_0766,,2020-02-09,West,9,,assume west line because 3 exists,West|9|NA,West|9|Sw1,West|9|NA,Water drain,Water drain,Negative,1,True,,,,,,
W9-GD-1,Env_0872,,2020-02-23,West,9,,,West|9|NA,West|9|NA,West|9|NA,Environmental swab,Ventilation duct,Negative,0,True,,,,,,
Vertical-3,Env_0763,,2020-02-09,West,3,,,West|3|NA,West|3|Sw1,West|3|NA,Water drain,Water drain,Negative,1,True,,,,,,
wws-1#-0,Env_0830,SRR23971501,2020-02-15,West,1,,put with WWS1,West|1|NA,West|1|SwO,West|1|NA,Sewage,Sewage well,Positive,1,True,,,,,,
06-29-abv1,Env_0620,SRR23971430,2020-01-23,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Environmental swab,Negative,1,True,,,,,,
06-29-abv1_2,Env_0627,,2020-01-23,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Environmental swab,Negative,1,True,,,,,,
06-32-abv1,Env_0622,,2020-01-23,West,6,32,,West|6|32,West|6|32,West|6|32,Environmental swab,Environmental swab,Negative,1,True,,,,,,
08-25-abv1,Env_0621,,2020-01-23,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Environmental swab,Negative,1,True,,,,,,
08-25-abv1_2,Env_0625,,2020-01-23,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Environmental swab,Negative,1,True,,,,,,
08-25-abv1_3,Env_0639,,2020-01-25,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Surface of the door,Negative,1,True,,,,,,
09-23-abv1,Env_0626,,2020-01-23,West,9,23,,West|9|23,West|9|23,West|9|23,Environmental swab,Environmental swab,Negative,1,True,,,,,,
1-27-11,Env_0642,SRR23971431,2020-01-27,West,3,13,,West|3|13,West|3|13_drain,West|3|13,Water drain,Water drain,Negative,1,True,30.619333,114.256855,,,,
1-27-12,Env_0643,SRR23971432,2020-01-27,West,1,2,,West|1|2,West|1|2_drain,West|1|2,Water drain,Water drain,Negative,1,True,30.619225,114.257079,,,,
1-27-13,Env_0644,,2020-01-27,West,1,7-9,,West|1|7-9,West|1|7-9_drain,West|1|7-9,Water drain,Water drain,Negative,1,True,30.619201,114.256977,,,,
1-27-14,Env_0645,,2020-01-27,West,2,1-3,,West|2|1-3,West|2|1-3_drain,West|2|1-3,Water drain,Water drain,Negative,1,True,30.61929,114.257044,,,,
1-27-15,Env_0646,,2020-01-27,West,2,16-18,,West|2|16-18,West|2|16-18_drain,West|2|16-18,Water drain,Water drain,Negative,1,True,30.619243,114.256841,,,,
1-27-16,Env_0647,,2020-01-27,West,4,22,,West|4|22,West|4|22_drain,West|4|22,Water drain,Water drain,Negative,1,True,30.619384,114.256716,,,,
1-27-17,Env_0648,,2020-01-27,West,4,1,,West|4|1,West|4|1_drain,West|4|1,Water drain,Water drain,Negative,1,True,30.619453,114.257005,,,,
1-27-18,Env_0649,,2020-01-27,West,5,4,,West|5|4,West|5|4_drain,West|5|4,Water drain,Water drain,Negative,1,True,30.619526,114.256952,,,,
1-27-19,Env_0650,,2020-01-27,West,15,19-21,,West|15|19-21,West|15|19-21_drain,West|15|19-21,Water drain,Water drain,Negative,1,True,30.620214,114.256181,,,,
1-27-21,Env_0652,,2020-01-27,West,6,9,,West|6|9,West|6|9_drain,West|6|9,Water drain,Water drain,Negative,1,True,30.619583,114.25684,,,,
1-27-22,Env_0653,,2020-01-27,West,6,24,,West|6|24,West|6|24_drain,West|6|24,Water drain,Water drain,Negative,1,True,30.619536,114.256639,,,,
1-27-24,Env_0654,,2020-01-27,West,7,15-17,,West|7|15-17,West|7|15-17_drain,West|7|15-17,Water drain,Water drain,Negative,1,True,30.619637,114.256716,,,,
1-27-25,Env_0655,,2020-01-27,West,7,2-4,,West|7|2-4,West|7|2-4_drain,West|7|2-4,Water drain,Water drain,Negative,1,True,30.619686,114.256917,,,,
1-27-26,Env_0656,,2020-01-27,West,8,32-36,,West|8|32-36,West|8|32-36_drain,West|8|32-36,Water drain,Water drain,Negative,1,True,30.619644,114.256387,,,,
1-27-28,Env_0657,SRR23971433,2020-01-27,West,7,34,,West|7|34,West|7|34_drain,West|7|34,Water drain,Water drain,Negative,1,True,30.619565,114.256409,,,,
1-27-30,Env_0658,,2020-01-27,West,8,6-8,,West|8|6-8,West|8|6-8_drain,West|8|6-8,Water drain,Water drain,Negative,1,True,30.61975,114.256837,,,,
1-27-31,Env_0659,,2020-01-27,West,8,11-13,,West|8|11-13,West|8|11-13_drain,West|8|11-13,Water drain,Water drain,Negative,1,True,30.619728,114.25675,,,,
1-27-33,Env_0660,SRR23971584,2020-01-27,West,6,29-33,,West|6|29-33,West|6|29-33_drain,West|6|29-31-33,Water drain,Water drain,Positive,1,True,30.619493,114.256462,,,,
1-27-34,Env_0661,,2020-01-27,West,9,1-3,,West|9|1-3,West|9|1-3_drain,West|9|1-3,Water drain,Water drain,Negative,1,True,30.619843,114.256871,,,,
1-27-35,Env_0662,,2020-01-27,West,9,34-36,,West|9|34-36,West|9|34-36_drain,West|9|34-36,Water drain,Water drain,Negative,1,True,30.619718,114.256345,,,,
1-27-36,Env_0663,,2020-01-27,West,10,9,,West|10|9,West|10|9_drain,West|10|9,Water drain,Water drain,Negative,1,True,30.619899,114.256743,,,,
1-27-37,Env_0664,SRR23971585,2020-01-27,West,10,4,,West|10|4,West|10|4_drain,West|10|4,Water drain,Water drain,Positive,1,True,30.619917,114.25683,,,,
1-27-40,Env_0665,,2020-01-27,West,10,31,,West|10|31,West|10|31_drain,West|10|29-31,Water drain,Water drain,Negative,1,True,30.619808,114.256361,,,,
1-27-41,Env_0666,,2020-01-27,West,11,2,,West|11|2,West|11|2_drain,West|11|2,Water drain,Water drain,Negative,1,True,30.620004,114.256835,,,,
1-27-43,Env_0667,,2020-01-27,West,11,32,,West|11|32,West|11|32_drain,West|11|32,Water drain,Water drain,Negative,1,True,30.619886,114.256341,,,,
1-27-44,Env_0668,,2020-01-27,West,12,35,,West|12|35,West|12|35_drain,West|12|35,Water drain,Water drain,Negative,1,True,30.619949,114.256258,,,,
1-27-45,Env_0669,,2020-01-27,West,12,19,,West|12|19,West|12|19_drain,West|12|19,Water drain,Water drain,Negative,1,True,30.62002,114.25655,,,,
1-27-48,Env_0670,,2020-01-27,West,12,36-38,,West|12|36-38,West|12|36-38_drain,West|12|36-38,Water drain,Water drain,Negative,1,True,30.619947,114.256243,,,,
1-27-49,Env_0671,,2020-01-27,West,13,7-8,,West|13|7-8,West|13|7-8_drain,West|13|7-8,Water drain,Water drain,Negative,1,True,30.62016,114.256786,,,,
1-27-50,Env_0672,,2020-01-27,West,15,9-11,,West|15|9-11,West|15|9-11_drain,West|15|9-11,Water drain,Water drain,Negative,1,True,30.620307,114.256528,,,,
1-27-51,Env_0673,,2020-01-27,West,15,20,,West|15|20,West|15|20_drain,West|15|20,Water drain,Water drain,Negative,1,True,30.620253,114.256568,,,,
1-27-52,Env_0674,SRR23971434,2020-01-27,West,15,22,,West|15|22,West|15|22_drain,West|15|22,Water drain,Water drain,Negative,1,True,30.620243,114.256536,,,,
1-27-53,Env_0675,,2020-01-27,West,9,9-13,,West|9|9-13,West|9|9-13_drain,West|9|9-13,Water drain,Water drain,Negative,1,True,30.619813,114.256741,,,,
1-27-54,Env_0676,,2020-01-27,West,11,6,,West|11|6,West|11|6_drain,West|11|6,Water drain,Water drain,Negative,1,True,30.619991,114.256779,,,,
1-27-55,Env_0704,,2020-01-29,East,13,18-20,As far as I know there is no Street 13 and I cannot place this sample on the map.,East|13|18-20,East|13|18-20_drain,East|13|18-20,Water drain,Water drain,Negative,1,True,,,,,,
1-27-56,Env_0677,,2020-01-27,West,13,40-42,,West|13|40-42,West|13|40-42_drain,West|13|40-42,Water drain,Water drain,Negative,1,True,30.620029,114.256249,,,,
1-27-57,Env_0678,,2020-01-27,West,14,41,,West|14|41,West|14|41_drain,West|14|41,Water drain,Water drain,Negative,1,True,30.620107,114.25621,,,,
1-27-9,Env_0641,,2020-01-27,West,3,4,,West|3|4,West|3|4_drain,West|3|4,Water drain,Water drain,Negative,1,True,30.619445,114.256977,,,,
1-29-1,Env_0679,,2020-01-29,East,2,5-7-9,,East|2|5-7-9,East|2|5-7-9_drain,East|2|5-7-9,Water drain,Water drain,Negative,1,True,30.619479,114.257718,,,,
1-29-10,Env_0688,,2020-01-29,East,6,17-19,,East|6|17-19,East|6|17-19_drain,East|6|17-19,Water drain,Water drain,Negative,1,True,30.619831,114.257774,,,,
1-29-11,Env_0689,,2020-01-29,East,7,30,,East|7|30,East|7|30_drain,East|7|30,Water drain,Water drain,Negative,1,True,30.619968,114.258003,,,,
1-29-12,Env_0690,,2020-01-29,East,7,8,,East|7|8,East|7|8_drain,East|7|8,Water drain,Water drain,Negative,1,True,30.61987,114.257595,,,,
1-29-13,Env_0691,,2020-01-29,East,8,38,,East|8|38,East|8|38_drain,East|8|38,Water drain,Water drain,Negative,1,True,30.620073,114.258089,,,,
1-29-14,Env_0692,,2020-01-29,East,8,12,,East|8|12,East|8|12_drain,East|8|12,Water drain,Water drain,Negative,1,True,30.619964,114.257628,,,,
1-29-16,Env_0694,,2020-01-29,East,11,13,,East|11|13,East|11|13_drain,East|11|7-13,Water drain,Water drain,Negative,1,True,30.620253,114.257567,,,,
1-29-17,Env_0695,,2020-01-29,East,9,51,,East|9|51,East|9|51_drain,East|9|51,Water drain,Water drain,Negative,1,True,30.620198,114.258261,,,,
1-29-18,Env_0696,,2020-01-29,East,9,11,,East|9|11,East|9|11_drain,East|9|11,Water drain,Water drain,Negative,1,True,30.62004,114.257604,,,,
1-29-19,Env_0697,SRR23971435,2020-01-29,East,9,35,,East|9|35,East|9|35_drain,East|9|35,Water drain,Water drain,Negative,1,True,30.620145,114.258036,,,,
1-29-2,Env_0680,,2020-01-29,East,2,50-52,,East|2|50-52,East|2|50-52_drain,East|2|50-52,Water drain,Water drain,Negative,1,True,30.619647,114.258419,,,,
1-29-20,Env_0698,,2020-01-29,East,10,5,,East|10|5,East|10|5_drain,East|10|5,Water drain,Water drain,Negative,1,True,30.6201,114.257491,,,,
1-29-21,Env_0699,,2020-01-29,East,11,29,,East|11|29,East|11|29_drain,East|11|29,Water drain,Water drain,Negative,1,True,30.620352,114.257999,,,,
1-29-22,Env_0700,,2020-01-29,East,11,13,,East|11|13,East|11|13,East|11|7-13,Environmental swab,Ground,Negative,1,True,,,,,,
1-29-23,Env_0701,SRR23971543,2020-01-29,East,11,9,,East|11|9,East|11|9,East|11|9,Environmental swab,Ground,Negative,1,True,,,,,,
1-29-24,Env_0702,,2020-01-29,East,11,7-13,,East|11|7-13,East|11|7-13_drain,East|11|7-13,Water drain,Water drain,Negative,1,True,30.620245,114.257525,,,,
1-29-3,Env_0681,,2020-01-29,East,3,52,,East|3|52,East|3|52_drain,East|3|52,Water drain,Water drain,Negative,1,True,30.619728,114.258411,,,,
1-29-4,Env_0682,SRR23971586,2020-01-29,East,4,5-7-9,,East|4|5-7-9,East|4|5-7-9_drain,East|4|5-7-9,Water drain,Water drain,Positive,1,True,30.619637,114.25767,,,,
1-29-5,Env_0683,,2020-01-29,East,4,36,,East|4|36,East|4|36_drain,East|4|36,Water drain,Water drain,Negative,1,True,30.619752,114.258162,,,,
1-29-6,Env_0684,,2020-01-29,East,4,16,,East|4|16,East|4|16_drain,East|4|16,Water drain,Water drain,Negative,1,True,30.619662,114.257783,,,,
1-29-7,Env_0685,,2020-01-29,East,5,42,,East|5|42,East|5|42_drain,East|5|42,Water drain,Water drain,Negative,1,True,30.619852,114.258222,,,,
1-29-8,Env_0686,SRR23971455,2020-01-29,East,5,11,,East|5|11,East|5|11_drain,East|5|11,Water drain,Water drain,Positive,1,True,30.61973,114.257703,,,,
1-29-9,Env_0687,,2020-01-29,East,6,35,,East|6|35,East|6|35_drain,East|6|35,Water drain,Water drain,Negative,1,True,30.619911,114.258112,,,,
10-23-abv1,Env_0623,,2020-01-23,West,10,23,,West|10|23,West|10|23,West|10|23,Environmental swab,Environmental swab,Negative,1,True,,,,,,
10-29.31-dor,Env_0634,,2020-01-23,West,10,29-31,,West|10|29-31,West|10|29-31,West|10|29-31,Environmental swab,Surface of the door,Negative,1,True,,,,,,
10-29.31-dor_2,Env_0640,,2020-01-25,West,10,29-31,,West|10|29-31,West|10|29-31,West|10|29-31,Environmental swab,Surface of the door,Negative,1,True,,,,,,
10-31-abv2,Env_0619,SRR23971429,2020-01-23,West,10,31,,West|10|31,West|10|31,West|10|29-31,Environmental swab,Environmental swab,Negative,1,True,,,,,,
10-31-In1,Env_0616,,2020-01-23,West,10,31,,West|10|31,West|10|31,West|10|29-31,Environmental swab,Environmental swab,Negative,1,True,,,,,,
10-31-In2,Env_0617,SRR23971428,2020-01-23,West,10,31,,West|10|31,West|10|31,West|10|29-31,Environmental swab,Environmental swab,Negative,1,True,,,,,,
10-31-In3,Env_0618,,2020-01-23,West,10,31,,West|10|31,West|10|31,West|10|29-31,Environmental swab,Environmental swab,Negative,1,True,,,,,,
11-31-abv1,Env_0624,,2020-01-23,West,11,31,,West|11|31,West|11|31,West|11|31,Environmental swab,Environmental swab,Negative,1,True,,,,,,
12-15.17-dor,Env_0628,,2020-01-23,West,12,15-17,,West|12|15-17,West|12|15-17,West|12|15-17,Environmental swab,Surface of the door,Negative,1,True,,,,,,
12-20.24-dor,Env_0629,,2020-01-23,West,12,20-24,,West|12|20-24,West|12|20-24,West|12|20-24,Environmental swab,Surface of the door,Negative,1,True,,,,,,
12-32-dor,Env_0637,,2020-01-23,West,12,32,,West|12|32,West|12|32,West|12|32,Environmental swab,Surface of the door,Negative,1,True,,,,,,
2-20-dor,Env_0636,,2020-01-23,West,3,20,,West|3|20,West|3|20,West|3|20,Environmental swab,Surface of the door,Negative,1,True,,,,,,
2-9.11.13-dor,Env_0630,,2020-01-23,West,2,9-11-13,,West|2|9-11-13,West|2|9-11-13,West|2|9-11-13,Environmental swab,Surface of the door,Negative,1,True,,,,,,
5-5.7-dor2,Env_0638,,2020-01-23,West,5,5-7,,West|5|5-7,West|5|5-7,West|5|5-7,Environmental swab,Surface of the door,Negative,1,True,,,,,,
5-58-dor,Env_0633,,2020-01-23,West,5,28,,West|5|28,West|5|28,West|5|28,Environmental swab,Surface of the door,Negative,1,True,,,,,,
5-7-dor,Env_0635,,2020-01-23,West,5,7,,West|5|7,West|5|7,West|5|5-7,Environmental swab,Surface of the door,Negative,1,True,,,,,,
629-1-L1,Env_0875,SRR23971443,2020-02-29,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,1,True,,,,,,
629-10-TAJ,Env_0884,,2020-02-29,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Feather removal machine,Negative,1,True,,,,,,
629-11-L,Env_0885,SRR23971452,2020-02-29,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,1,True,,,,,,
629-12-L,Env_0886,,2020-02-29,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,1,True,,,,,,
629-13-L,Env_0887,SRR23971489,2020-02-29,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,1,True,,,,,,
629-14-L,Env_0888,,2020-02-29,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,1,True,,,,,,
629-2-L2,Env_0876,,2020-02-29,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,1,True,,,,,,
629-3-C,Env_0877,SRR23971444,2020-02-29,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Cart,Negative,1,True,,,,,,
629-4-L3,Env_0878,,2020-02-29,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,1,True,,,,,,
629-5-L4,Env_0879,SRR23971445,2020-02-29,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,1,True,,,,,,
629-6-L5,Env_0880,,2020-02-29,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,1,True,,,,,,
629-7-L6,Env_0881,,2020-02-29,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,1,True,,,,,,
629-8-L7,Env_0882,SRR23971447,2020-02-29,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,1,True,,,,,,
629-9-L8,Env_0883,,2020-02-29,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,1,True,,,,,,
629-L-1,Env_0889,SRR23971500,2020-02-29,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,1,True,,,,,,
7-22.24-dor,Env_0631,,2020-01-23,West,7,22-24,,West|7|22-24,West|7|22-24,West|7|20-22-24,Environmental swab,Surface of the door,Negative,1,True,,,,,,
7-23-dor,Env_0632,,2020-01-23,West,7,23,,West|7|23,West|7|23,West|7|23,Environmental swab,Surface of the door,Negative,1,True,,,,,,
7-26-BX,Env_0705,SRR23971544,2020-02-03,West,7,26,,West|7|26,West|7|26,West|7|26-28,Environmental swab,Inner surface of refrigerator,Negative,1,True,,,,,,
7-26-DB,Env_0711,,2020-02-03,West,7,26,,West|7|26,West|7|26,West|7|26-28,Environmental swab,Ground,Negative,1,True,,,,,,
7-26-DH,Env_0712,SRR23971548,2020-02-03,West,7,26,,West|7|26,West|7|26,West|7|26-28,Environmental swab,Ground,Negative,1,True,,,,,,
7-26-JZ,Env_0710,,2020-02-03,West,7,26,,West|7|26,West|7|26,West|7|26-28,Environmental swab,Scissors,Negative,1,True,,,,,,
7-26-K,Env_0706,,2020-02-03,West,7,26,,West|7|26,West|7|26,West|7|26-28,Environmental swab,Basket,Negative,1,True,,,,,,
7-26-PSN,Env_0708,SRR23971547,2020-02-03,West,7,26,,West|7|26,West|7|26,West|7|26-28,Environmental swab,Drainage outlet,Negative,1,True,,,,,,
7-26-PSW,Env_0707,SRR23971546,2020-02-03,West,7,26,,West|7|26,West|7|26,West|7|26-28,Environmental swab,Drainage outlet,Negative,1,True,,,,,,
7-26-ST,Env_0709,,2020-02-03,West,7,26,,West|7|26,West|7|26,West|7|26-28,Environmental swab,Glove,Negative,1,True,,,,,,
8-25-Bing,Env_0757,,2020-02-09,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Inner surface of refrigerator,Negative,1,True,,,,,,
8-25-BX,Env_0714,SRR23971549,2020-02-03,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Inner surface of refrigerator,Negative,1,True,,,,,,
8-25-CK,Env_0716,SRR23971551,2020-02-03,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Sewage,Negative,1,True,,,,,,
8-25-D,Env_0717,SRR23971587,2020-02-03,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Ground inside the stalls,Positive,1,True,,,,,,
8-25-D_2,Env_0715,SRR23971550,2020-02-03,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Knief,Negative,1,True,,,,,,
8-25-D1,Env_0753,SRR23971555,2020-02-09,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Ground,Negative,1,True,,,,,,
8-25-D2,Env_0754,SRR23971557,2020-02-09,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Ground,Negative,1,True,,,,,,
8-25-D3,Env_0755,,2020-02-09,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Ground,Negative,1,True,,,,,,
8-25-DZ,Env_0718,,2020-02-03,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Surface of packing bag,Negative,1,True,,,,,,
8-25-LJ,Env_0713,,2020-02-03,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Container,Negative,1,True,,,,,,
8-25-Long,Env_0756,SRR23971558,2020-02-09,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Container,Negative,1,True,,,,,,
8-25-M1,Env_0719,SRR23971456,2020-02-03,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Ground inside the stalls,Positive,1,True,,,,,,
